,Education,NumSkills,WorkExperience,Seniority,Specialty,Workerness
6703,None/Other,3,"['Junior', 'Specialist', 'Junior', 'Senior', 'Junior', 'Senior', 'Junior', 'Worker', 'Worker']","[0.1920330723218802, 0.22266853181296026, 0.21384427929069819, 0.19982312155478066, 0.205131396062951, 0.2169552663520968, 0.21384427929069819, 0.19589788565761004, 0.19945802895933698]","[0.18010256340016303, 0.22420997767611953, 0.2295664120850811, 0.18818017665009706, 0.22712166246384213, 0.20400434539489645, 0.2295664120850811, 0.21015839945380194, 0.1879686653090512]","[0.17648951240131522, 0.2067460430391852, 0.19692836627897561, 0.19885251789593877, 0.20697918430424694, 0.19520607965443504, 0.19692836627897561, 0.2129807418686437, 0.20407811976981907]"
6704,Bachelors,0,"['Junior', 'Senior', 'Specialist']","[0.2007599190776093, 0.21422986943096503, 0.2173537012538878]","[0.21454628489225963, 0.1949455412145393, 0.23128636943523975]","[0.19351490024288742, 0.20830333475536486, 0.22621157590124225]"
6705,HighSchool,6,"['Specialist', 'Senior', 'Senior', 'Specialist']","[0.22266853181296026, 0.19982312155478066, 0.19982312155478066, 0.19644303471162095]","[0.22420997767611953, 0.18818017665009706, 0.18818017665009706, 0.2322925513503172]","[0.2067460430391852, 0.19885251789593877, 0.19885251789593877, 0.21684345043583061]"
6706,None/Other,1,"['Specialist', 'Worker', 'Specialist', 'Senior', 'Worker', 'Senior']","[0.2094201144533416, 0.18967928334883474, 0.19226675099956772, 0.0, 0.22672266631879467, 0.0]","[0.2223760366717953, 0.1849587799824275, 0.19963054351576123, 0.0, 0.2127204050470599, 0.0]","[0.19281415790768325, 0.20908312918078953, 0.19754466963166875, 0.0, 0.22686747891253486, 0.0]"
6707,Bachelors,0,"['Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Worker']","[0.20797330006207368, 0.21312859185473887, 0.22331375382671426, 0.22331375382671426, 0.2229255661676017, 0.21267158804054323, 0.21301643488813676, 0.2149175123981777, 0.20887872327621948, 0.2149175123981777, 0.21829941869001587, 0.22203568510938915]","[0.19161416052116084, 0.20150987971169085, 0.25176491625664277, 0.25176491625664277, 0.2455959198954161, 0.24332486670864217, 0.2002795424131677, 0.1960010482167853, 0.20264830159941402, 0.1960010482167853, 0.20081732280927245, 0.20782875278593257]","[0.1941462522100998, 0.21270027614671613, 0.19544185980805656, 0.19544185980805656, 0.18874282716751556, 0.1854828669207378, 0.19665449825983122, 0.18965155452019347, 0.1972346146897325, 0.18965155452019347, 0.19224790686128168, 0.22603103001882943]"
6708,None/Other,3,"['Specialist', 'Specialist']","[0.22272480280482673, 0.21928262628155692]","[0.2293785562422705, 0.2473450908289021]","[0.22009248160858008, 0.1922072794826678]"
6709,Doctorate,0,"['Worker', 'Worker', 'Senior', 'Specialist']","[0.20538212108527953, 0.1899814335319707, 0.2237118502353876, 0.20486046700192465]","[0.2068324414725948, 0.22245997361604833, 0.2045220161370222, 0.23268173508780532]","[0.20927598802458522, 0.23472938612702582, 0.21271076740228365, 0.21986107252823855]"
6710,Masters,8,"['Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Worker']","[0.22357825626289693, 0.22357825626289693, 0.21678337836131759, 0.23083405881740574, 0.23107521606694234, 0.18780796247883194]","[0.2027447590862266, 0.2027447590862266, 0.2530940525037056, 0.24382799783758727, 0.2418313457210542, 0.19526025398766203]","[0.18666496431654384, 0.18666496431654384, 0.1931602590877751, 0.21916258353374607, 0.23026874603986228, 0.21826419487505144]"
6711,Bachelors,5,"['Senior', 'Specialist', 'Worker', 'Junior', 'Specialist']","[0.20207142306210976, 0.21279299241760627, 0.17155041756053246, 0.1910331030920313, 0.22358123374080738]","[0.19834160436461326, 0.21656140417512432, 0.16181343384459557, 0.2026497745452335, 0.2536956877429407]","[0.19398364108635618, 0.21175551693992054, 0.18688581886978972, 0.1924979837324734, 0.21010993785838195]"
6712,HighSchool,0,"['Junior', 'Junior', 'Worker', 'Specialist', 'Specialist']","[0.18390825217063317, 0.21231985911174622, 0.20011378661204873, 0.2230435154111556, 0.18984435261787982]","[0.18771291008820162, 0.21824049879857696, 0.19155440372272478, 0.24582979221736684, 0.23846249164015576]","[0.19012852058552526, 0.19445520471037392, 0.21171454073024598, 0.2104638802033734, 0.20786159707284993]"
6713,Masters,1,"['Worker', 'Specialist', 'Worker', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior']","[0.16670895969343014, 0.20305352612329686, 0.16055438771869077, 0.0, 0.19982312155478066, 0.19982312155478066, 0.1803515825354782, 0.19982312155478066]","[0.17641472130252336, 0.23364480269078278, 0.1563715648635315, 0.0, 0.18818017665009706, 0.18818017665009706, 0.2224591865623181, 0.18818017665009706]","[0.1818962322874704, 0.22501681064422585, 0.17629666490339602, 0.0, 0.19885251789593877, 0.19885251789593877, 0.20357618147226111, 0.19885251789593877]"
6714,Masters,6,"['Worker', 'Worker', 'Worker', 'Worker', 'Worker', 'Worker', 'Worker', 'Junior', 'Senior', 'Senior', 'Senior']","[0.2144825361600385, 0.18939363334021705, 0.18939363334021705, 0.18939363334021705, 0.18939363334021705, 0.18939363334021705, 0.18939363334021705, 0.16634273729285542, 0.1856963645644113, 0.1856963645644113, 0.1856963645644113]","[0.20021792529766191, 0.17567131366304078, 0.17567131366304078, 0.17567131366304078, 0.17567131366304078, 0.17567131366304078, 0.17567131366304078, 0.15051544101088568, 0.16464917569888393, 0.16464917569888393, 0.16464917569888393]","[0.2182130855362497, 0.20206631075968878, 0.20206631075968878, 0.20206631075968878, 0.20206631075968878, 0.20206631075968878, 0.20206631075968878, 0.15518742460149645, 0.17614751715261456, 0.17614751715261456, 0.17614751715261456]"
6715,Masters,4,"['Junior', 'Senior', 'Senior', 'Specialist']","[0.20622364651677166, 0.21827778525011307, 0.21945667932537044, 0.22266853181296026]","[0.21676222901877584, 0.2011074537459522, 0.20129565919104894, 0.22420997767611953]","[0.18779502355582284, 0.17956637520004556, 0.18250277530420314, 0.2067460430391852]"
6716,HighSchool,1,"['Worker', 'Specialist', 'Senior', 'Senior']","[0.15668026019350673, 0.22266853181296026, 0.17542583904472261, 0.19982312155478066]","[0.1624795040207759, 0.22420997767611953, 0.16652732739547327, 0.18818017665009706]","[0.18314677981553804, 0.2067460430391852, 0.16580484860752542, 0.19885251789593877]"
6717,None/Other,27,"['Senior', 'Specialist', 'Senior', 'Senior', 'Worker']","[0.21317244327645107, 0.2071265615830928, 0.20627495457289624, 0.22110971159776407, 0.2037631351134]","[0.19316103235664264, 0.21648430453387554, 0.20030207229527025, 0.21986927359349442, 0.20682206545315215]","[0.2025299467733312, 0.1883126508585443, 0.18797151254653993, 0.21809101722554164, 0.21567681622564552]"
6718,Certificate,1,"['Senior', 'Worker', 'Senior', 'Specialist', 'Senior', 'Senior']","[0.20091910884630043, 0.2022581516625483, 0.22432142179740663, 0.22266853181296026, 0.24273622620215646, 0.0]","[0.19450794266313767, 0.19828864784645728, 0.22012386796545078, 0.22420997767611953, 0.22736818148980548, 0.0]","[0.20044117869214728, 0.20378877709072943, 0.21487752455152576, 0.2067460430391852, 0.1910852241384856, 0.0]"
6719,Masters,5,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Worker', 'Senior', 'Specialist', 'Specialist', 'Specialist']","[0.2308367791771113, 0.22647161971788296, 0.2205029364011258, 0.2219103709354334, 0.0, 0.22201665403470042, 0.19737426881556336, 0.22111257475725501, 0.21792074704180212, 0.23069678492299406, 0.22103250955271905, 0.22551099457475882]","[0.25538383975939766, 0.24007162053005812, 0.24674303559648839, 0.23178549808493112, 0.0, 0.24002673818553313, 0.2470625878374547, 0.2268823280639237, 0.1939120222319026, 0.23452147430739295, 0.23818669319874236, 0.24190097902440139]","[0.20982498132609947, 0.2155666263245276, 0.21981272021860113, 0.1975027842950572, 0.0, 0.2128176286930222, 0.20757956845276343, 0.22790061053260738, 0.17441846575706063, 0.20394327861023745, 0.2225338385325845, 0.19670890747177247]"
6720,None/Other,0,"['Junior', 'Senior', 'Worker']","[0.17093158873913883, 0.19982312155478066, 0.18939363334021705]","[0.1627557225057122, 0.18818017665009706, 0.17567131366304078]","[0.1678462296666397, 0.19885251789593877, 0.20206631075968878]"
6721,Masters,8,"['Worker', 'Worker', 'Worker', 'Worker', 'Worker']","[0.16453998234319026, 0.21057480690248845, 0.19088013563276413, 0.21051088144422564, 0.19395822056647238]","[0.18034589177163604, 0.21608862021194133, 0.18576569357383738, 0.19280415910791623, 0.17895926116429214]","[0.1830766034781359, 0.2298673758822791, 0.20211319265440852, 0.22590943272209119, 0.19582403868927017]"
6722,Masters,2,"['Senior', 'Senior', 'Worker', 'Senior', 'Specialist']","[0.1741205215544598, 0.0, 0.19452435188620631, 0.21359100137796463, 0.19285629497935342]","[0.16335716716568455, 0.0, 0.19416438149146897, 0.20938841765065314, 0.19542074416788305]","[0.16777912583067792, 0.0, 0.21048055698206336, 0.1999498623859275, 0.18998586938868478]"
6723,Bachelors,5,"['Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.20858580068956217, 0.20858580068956217, 0.20858580068956217, 0.20858580068956217]","[0.26833074050653966, 0.26833074050653966, 0.26833074050653966, 0.26833074050653966]","[0.2061895141945753, 0.2061895141945753, 0.2061895141945753, 0.2061895141945753]"
6724,None/Other,0,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Worker', 'Worker', 'Worker']","[0.20690350102090987, 0.20071711003087, 0.22495457938211186, 0.18713387450255453, 0.23005977557456542, 0.202331024523494, 0.202331024523494, 0.20639834709438676]","[0.2435072442688407, 0.23498351036261303, 0.24060846206800518, 0.2001730361879767, 0.2555454530890443, 0.19146410937228978, 0.19146410937228978, 0.2043220810852186]","[0.2065529563001556, 0.2046573871964877, 0.2056793607213074, 0.17059509036621437, 0.2190429858407414, 0.2188086560799578, 0.2188086560799578, 0.21489670700469654]"
6725,Certificate,0,"['Junior', 'Specialist', 'Junior']","[0.2149426115093811, 0.19571878377496274, 0.18503124077427885]","[0.22004626154056, 0.2401775530985154, 0.1661864518155537]","[0.19265607583859132, 0.19118256180302778, 0.16492569956420114]"
6726,None/Other,0,"['Senior', 'Specialist', 'Senior', 'Worker', 'Worker']","[0.0, 0.21238967853858065, 0.20809166773069845, 0.19452435188620631, 0.21174484350149103]","[0.0, 0.23373228567664045, 0.1862291399051203, 0.19416438149146897, 0.19645731591009472]","[0.0, 0.18028797223876883, 0.17624406362990774, 0.21048055698206336, 0.21243338017787056]"
6727,None/Other,5,"['Worker', 'Worker']","[0.19875211370725276, 0.18596824753544766]","[0.19654227794417453, 0.17956529430560497]","[0.22595084764809883, 0.19965273076224788]"
6728,Masters,10,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Worker', 'Specialist']","[0.1757305626063436, 0.19126345344459245, 0.20776195088788119, 0.19126345344459245, 0.16989639436188955, 0.1971749179549521]","[0.18807088898751725, 0.23887513066536784, 0.23001584487437385, 0.23887513066536784, 0.18830952953952976, 0.22630277342952448]","[0.18210406825892175, 0.21081586059084162, 0.2148896218944542, 0.21081586059084162, 0.18910922121606905, 0.22002702761314782]"
6729,None/Other,14,"['Worker', 'Junior', 'Junior', 'Worker', 'Worker', 'Worker']","[0.17155041756053246, 0.20622364651677166, 0.20622364651677166, 0.21258612159609877, 0.14954411282606103, 0.19225831448344843]","[0.16181343384459557, 0.21676222901877584, 0.21676222901877584, 0.21342551717713948, 0.1518045588326559, 0.17593911189723777]","[0.18688581886978972, 0.18779502355582284, 0.18779502355582284, 0.23159376957355896, 0.16186608365225297, 0.19460888256405592]"
6730,Masters,0,"['Specialist', 'Junior', 'Senior', 'Junior', 'Senior']","[0.20768962118618897, 0.21728749855691087, 0.238463612489573, 0.22703162978018313, 0.2226151698824517]","[0.23079087809508161, 0.22098688006031955, 0.21957953338866487, 0.2399329944047362, 0.2130899651904723]","[0.2043836463035213, 0.20969225498888605, 0.1975756456157232, 0.21753683728033804, 0.19119793278984823]"
6731,None/Other,2,"['Worker', 'Senior', 'Senior', 'Specialist', 'Specialist']","[0.2048482887874615, 0.0, 0.0, 0.18984435261787982, 0.18984435261787982]","[0.21242459421308357, 0.0, 0.0, 0.23846249164015576, 0.23846249164015576]","[0.23266240922147632, 0.0, 0.0, 0.20786159707284993, 0.20786159707284993]"
6732,Certificate,1,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","[0.21454103704585273, 0.20902417838221382, 0.206636948669074, 0.20486046700192465, 0.22902694008573343]","[0.21385636099678057, 0.2376514279035422, 0.21206194516905633, 0.23268173508780532, 0.23337202326573964]","[0.2070127785896208, 0.21648523385751137, 0.2059644929719416, 0.21986107252823855, 0.2173105967781666]"
6733,Certificate,2,"['Specialist', 'Senior', 'Worker', 'Specialist', 'Worker', 'Worker', 'Worker', 'Worker', 'Senior']","[0.20493367590861905, 0.17273493902919532, 0.19871590897677655, 0.19650972456578855, 0.19845945887892444, 0.21704852731432944, 0.1832214476515088, 0.19845945887892444, 0.19982312155478066]","[0.22783720949201736, 0.16490971515812988, 0.19920855729322645, 0.23228574552403192, 0.220691584944119, 0.19816307979926612, 0.1745367874904701, 0.220691584944119, 0.18818017665009706]","[0.2257385681265217, 0.16958325388786313, 0.23216227548608595, 0.21615826367290505, 0.22956308692342092, 0.2212729389068119, 0.2117912550933283, 0.22956308692342092, 0.19885251789593877]"
6734,HighSchool,0,"['Senior', 'Worker', 'Worker', 'Worker', 'Junior', 'Specialist', 'Senior']","[0.0, 0.18285091606332118, 0.17983600165266894, 0.17090886986900922, 0.17617168180331805, 0.2013163407139693, 0.18990229588243246]","[0.0, 0.17465791053238405, 0.17967962785318936, 0.16758322858990188, 0.16538674157523853, 0.21612220075735794, 0.16873486744180138]","[0.0, 0.21514898213957231, 0.21008938088665233, 0.19958551017023352, 0.17201880103914205, 0.1882515408833373, 0.18971733124320708]"
6735,None/Other,0,"['Specialist', 'Worker', 'Junior', 'Junior', 'Senior', 'Specialist', 'Senior']","[0.21676558977119706, 0.1871456412683706, 0.19963866707081476, 0.2109616192151797, 0.21441778793886487, 0.22603552708878893, 0.2177420786475982]","[0.226879389950414, 0.1742933515226818, 0.20320446279175464, 0.20972052462135476, 0.2090526506508697, 0.2429402153346467, 0.19685793458674067]","[0.20283142428006, 0.193043860748713, 0.20390963450418875, 0.2050828077720198, 0.19365344310421947, 0.20568558768415438, 0.18863456734402695]"
6736,None/Other,10,"['Senior', 'Senior', 'Junior', 'Specialist', 'Senior']","[0.23067850806604978, 0.23928101022335277, 0.22223686155409067, 0.20375106498166276, 0.2169552663520968]","[0.22011951307562466, 0.21443793610481182, 0.2199419266120961, 0.25046945928367087, 0.20400434539489645]","[0.17593032223272573, 0.17861178917723405, 0.20905750646536866, 0.18665070101823342, 0.19520607965443504]"
6737,Associates,4,"['Senior', 'Senior', 'Junior', 'Specialist', 'Junior', 'Junior', 'Senior', 'Senior']","[0.1887155236226978, 0.2036036407817775, 0.227451909292571, 0.2205029364011258, 0.2095417298687467, 0.2068718669394549, 0.21970469843988896, 0.2454648765385927]","[0.17660142600033263, 0.17703721296072863, 0.2220889080120072, 0.24674303559648839, 0.205187165562272, 0.17752035300638852, 0.20160583408724803, 0.2240805036060816]","[0.17518832412454205, 0.16965437851910067, 0.2134387332194054, 0.21981272021860113, 0.17371108141402633, 0.1654129097869316, 0.18375380098261557, 0.2029052385912589]"
6738,Bachelors,5,"['Specialist', 'Specialist', 'Specialist', 'Worker', 'Worker', 'Specialist', 'Senior', 'Senior', 'Worker', 'Specialist', 'Specialist', 'Senior']","[0.1964974888110748, 0.19351845671142492, 0.21716878541619863, 0.18180693664319003, 0.1876238035431034, 0.23058059295808137, 0.21188454805105356, 0.21188454805105356, 0.22924573788319216, 0.2103811161268118, 0.2097335399328879, 0.23928101022335277]","[0.20824563309810126, 0.19621015752920404, 0.23374025338622872, 0.17196922135987724, 0.19136301358992136, 0.23236685309347282, 0.2098672011565992, 0.2098672011565992, 0.220644012414375, 0.2120531808302038, 0.2581218931371001, 0.21443793610481182]","[0.1732293211756003, 0.18824134933529024, 0.20336579182325407, 0.1822672213439333, 0.1925935202264601, 0.22195514747534179, 0.1969614746905091, 0.1969614746905091, 0.23306696705449473, 0.20304878137110616, 0.18283922942575334, 0.17861178917723405]"
6739,Associates,0,"['Specialist', 'Specialist', 'Worker', 'Worker']","[0.213135727359641, 0.171419293073659, 0.20011378661204873, 0.20011378661204873]","[0.23149109212709662, 0.17628872586618463, 0.19155440372272478, 0.19155440372272478]","[0.19088706158802693, 0.17170982627734113, 0.21171454073024598, 0.21171454073024598]"
6740,Bachelors,1,"['Senior', 'Senior', 'Worker', 'Senior', 'Junior', 'Specialist', 'Senior']","[0.23067850806604978, 0.2169552663520968, 0.18884730655193105, 0.2312521723421519, 0.2400055415481881, 0.20112877354417444, 0.19975602749865884]","[0.22011951307562466, 0.20400434539489645, 0.19578616250227873, 0.2070286316315112, 0.24124845063556594, 0.20923678685645516, 0.17858830398741685]","[0.17593032223272573, 0.19520607965443504, 0.20089282505922867, 0.18893403692149346, 0.19153194992651254, 0.19303418199728015, 0.18638104610224207]"
