,Education,NumSkills,WorkExperience,StartDates,EndDates
5107,Certificate,0,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Worker', 'Specialist', 'Worker']","['02-1989', '02-1999', '03-2001', '02-2004', '03-2008', '07-2014', '09-2013', '02-2016', '08-2018']","['08-2001', '04-2004', '04-2004', '07-2008', '07-2014', '02-2016', '01-2019', '01-2019', '01-2019']"
5108,Bachelors,0,"['Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Worker', 'Specialist', 'Senior', 'Senior', 'Worker', 'Junior', 'Senior']","['12-1996', '09-2000', '07-2001', '04-2002', '10-2003', '03-2005', '04-2007', '03-2008', '08-2009', '09-2016', '04-2017', '02-2018']","['08-2000', '07-2001', '04-2002', '10-2003', '03-2005', '04-2007', '03-2008', '08-2009', '09-2016', '03-2017', '02-2018', '01-2019']"
5109,Bachelors,0,"['Specialist', 'Senior', 'Worker', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Worker']","['04-1992', '07-1995', '10-1999', '11-2006', '07-2008', '06-2010', '08-2011', '06-2012', '02-2014', '02-2013', '08-2014', '06-2017', '08-2011', '12-2015', '07-2016']","['05-1996', '01-1998', '12-2007', '10-2008', '07-2010', '08-2011', '04-2012', '12-2012', '07-2014', '09-2014', '12-2014', '06-2017', '01-2019', '01-2019', '01-2019']"
5110,Masters,1,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Senior', 'Junior']","['01-1996', '01-2000', '01-2001', '01-2002', '05-2004', '01-2007', '01-2010', '01-2013', '01-2015', '01-2016', '01-2017']","['01-2000', '01-2001', '01-2002', '01-2004', '01-2007', '01-2010', '01-2013', '01-2015', '01-2016', '01-2017', '01-2019']"
5111,Masters,1,"['Senior', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Worker', 'Senior']","['02-1979', '09-1993', '09-1994', '01-1997', '01-1998', '01-1998', '09-2001', '01-2005', '08-2007', '11-2007', '06-2008']","['08-1993', '08-1994', '12-1996', '01-1998', '09-2001', '09-2001', '02-2004', '11-2005', '11-2007', '06-2008', '01-2019']"
5112,Associates,4,"['Junior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior']","['01-1987', '01-1998', '09-1986', '01-2012', '01-2012', '12-2012', '01-2012', '02-2018']","['01-1993', '01-2005', '05-2011', '09-2012', '10-2012', '09-2017', '01-2019', '01-2019']"
5113,Certificate,5,"['Senior', 'Senior', 'Junior', 'Senior', 'Senior', 'Senior', 'Senior', 'Junior', 'Senior']","['10-2000', '09-2004', '02-2006', '06-2008', '03-2012', '10-2014', '11-2015', '04-2017', '04-2017']","['07-2004', '04-2006', '04-2008', '05-2012', '05-2014', '11-2015', '04-2017', '06-2018', '01-2019']"
5114,Bachelors,0,"['Worker', 'Worker', 'Senior', 'Specialist', 'Specialist', 'Senior']","['01-1995', '01-2003', '01-2004', '01-2006', '01-2010', '01-2015']","['01-1999', '01-2006', '01-2006', '01-2010', '01-2015', '01-2019']"
5115,Masters,1,"['Senior', 'Senior', 'Senior', 'Senior']","['01-1997', '01-2009', '01-2014', '06-2018']","['01-2009', '01-2014', '01-2019', '01-2019']"
5116,Bachelors,4,"['Senior', 'Senior', 'Senior']","['06-1978', '06-2010', '10-2015']","['06-2010', '10-2015', '01-2019']"
5117,Masters,5,"['Specialist', 'Senior', 'Senior', 'Specialist']","['08-2013', '08-2017', '04-2017', '08-2018']","['05-2015', '06-2018', '01-2019', '01-2019']"
5118,None/Other,1,['Senior'],['11-2005'],['01-2019']
5119,Bachelors,0,"['Senior', 'Senior', 'Senior', 'Senior', 'Specialist']","['07-2012', '01-2013', '08-2013', '01-2014', '11-2014']","['11-2012', '03-2013', '11-2013', '11-2014', '01-2018']"
5120,Bachelors,0,['Junior'],['04-2016'],['07-2018']
5121,Certificate,2,"['Junior', 'Worker', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist']","['03-2015', '05-2015', '09-2013', '03-2016', '09-2016', '02-2017', '09-2018']","['08-2015', '08-2015', '03-2016', '10-2016', '12-2016', '01-2019', '01-2019']"
5122,Bachelors,0,"['Worker', 'Specialist', 'Senior', 'Junior']","['01-1999', '01-2002', '01-2004', '01-2006']","['01-2001', '01-2004', '01-2005', '01-2008']"
5123,Associates,0,"['Specialist', 'Worker', 'Worker', 'Senior']","['04-2010', '10-2011', '11-2013', '12-2015']","['05-2011', '11-2013', '12-2015', '01-2019']"
5124,Bachelors,0,"['Specialist', 'Senior', 'Senior', 'Senior', 'Senior', 'Junior', 'Senior', 'Worker', 'Senior', 'Senior']","['06-2003', '08-2009', '04-2011', '02-2015', '10-2017', '01-2015', '01-2015', '05-2015', '01-2016', '09-2018']","['11-2008', '04-2011', '02-2015', '10-2017', '08-2018', '01-2019', '01-2019', '01-2019', '01-2019', '01-2019']"
5125,Masters,5,"['Specialist', 'Specialist', 'Senior', 'Specialist']","['01-2004', '01-2006', '01-2011', '06-2017']","['01-2005', '01-2011', '01-2016', '08-2017']"
5126,Masters,0,"['Specialist', 'Junior', 'Specialist', 'Junior']","['01-2015', '01-2016', '06-2014', '06-2017']","['05-2015', '05-2016', '06-2016', '01-2019']"
5127,Bachelors,0,"['Senior', 'Senior', 'Senior']","['01-2018', '06-2018', '11-2018']","['06-2018', '01-2019', '01-2019']"
5128,Bachelors,0,['Specialist'],['01-2015'],['01-2016']
5129,Doctorate,0,"['Senior', 'Junior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Junior']","['01-1998', '01-1999', '01-2010', '01-2013', '01-2011', '01-2014', '01-2018']","['01-1999', '01-2009', '01-2010', '01-2015', '01-2016', '01-2019', '01-2019']"
5130,Doctorate,0,"['Specialist', 'Specialist', 'Specialist', 'Senior']","['01-1980', '01-1981', '01-1984', '01-1993']","['01-1981', '01-1982', '01-1988', '01-2019']"
5131,None/Other,1,"['Senior', 'Specialist', 'Worker', 'Worker']","['08-2003', '10-2008', '12-2010', '10-2012']","['05-2008', '08-2009', '10-2012', '10-2016']"
5132,Masters,5,"['Specialist', 'Specialist']","['01-2017', '01-2017']","['05-2017', '06-2017']"
5133,Doctorate,0,"['Junior', 'Senior', 'Senior', 'Senior', 'Junior']","['05-1993', '10-2001', '01-2002', '10-2002', '12-2003']","['10-2001', '12-2001', '06-2002', '12-2003', '01-2019']"
5134,None/Other,5,"['Specialist', 'Specialist', 'Specialist', 'Specialist']","['01-2005', '12-2006', '09-2008', '04-2017']","['06-2006', '09-2008', '01-2016', '01-2019']"
5135,Bachelors,11,"['Senior', 'Specialist', 'Junior', 'Senior']","['01-2009', '06-2010', '05-2014', '12-2014']","['01-2010', '05-2014', '11-2014', '01-2019']"
5136,Bachelors,0,"['Senior', 'Senior', 'Senior', 'Senior', 'Specialist', 'Junior']","['01-2010', '08-2010', '04-2011', '07-2012', '10-2015', '11-2017']","['08-2010', '01-2011', '07-2012', '10-2015', '08-2017', '01-2019']"
5137,Bachelors,0,"['Junior', 'Specialist', 'Specialist', 'Senior', 'Specialist']","['01-2002', '03-2014', '01-2007', '06-2010', '12-2014']","['01-2008', '12-2014', '01-2019', '01-2019', '01-2019']"
5138,Masters,5,"['Specialist', 'Senior', 'Specialist']","['07-2015', '08-2016', '08-2017']","['07-2016', '05-2017', '04-2018']"
5139,Doctorate,1,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist']","['06-2000', '06-2009', '12-2014', '10-2015', '08-2016', '02-2018']","['08-2009', '09-2014', '03-2015', '06-2016', '01-2019', '01-2019']"
5140,Masters,0,"['Specialist', 'Junior', 'Senior', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Senior', 'Specialist', 'Senior']","['05-1989', '09-1991', '12-1993', '03-1998', '11-1999', '07-2001', '07-2005', '08-2009', '08-2009', '11-2011', '05-2015']","['08-1991', '12-1993', '03-1998', '11-1999', '06-2001', '07-2005', '08-2009', '09-2013', '05-2015', '05-2015', '01-2019']"
5141,Bachelors,1,"['Senior', 'Senior']","['06-1992', '09-2002']","['09-2002', '01-2019']"
5142,Bachelors,3,"['Specialist', 'Specialist', 'Specialist']","['05-2017', '08-2017', '06-2018']","['07-2017', '12-2017', '01-2019']"
5143,Bachelors,2,"['Specialist', 'Junior', 'Junior', 'Senior', 'Junior', 'Senior', 'Specialist']","['07-2013', '05-2015', '09-2010', '01-2012', '01-2017', '06-2016', '10-2017']","['08-2013', '08-2015', '12-2015', '04-2016', '07-2017', '10-2017', '01-2019']"
5144,Masters,4,"['Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior']","['04-2014', '08-2013', '05-2014', '05-2015', '05-2013', '01-2016', '10-2016']","['01-2015', '05-2015', '05-2015', '04-2016', '05-2016', '05-2016', '06-2017']"
5145,Masters,5,"['Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Junior']","['05-2011', '02-2011', '07-2014', '08-2015', '05-2018', '08-2017']","['07-2012', '05-2013', '07-2015', '08-2017', '08-2018', '01-2019']"
5146,Bachelors,1,"['Senior', 'Junior', 'Specialist', 'Worker']","['01-2003', '01-2007', '01-2011', '01-2015']","['01-2007', '01-2010', '01-2015', '01-2019']"
5147,HighSchool,2,"['Worker', 'Worker', 'Worker', 'Senior']","['09-1974', '12-2004', '09-2005', '11-2007']","['10-2004', '09-2005', '11-2007', '04-2017']"
5148,Bachelors,8,['Senior'],['05-2016'],['08-2016']
5149,Doctorate,1,"['Junior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist']","['06-2014', '08-2014', '06-2015', '09-2015', '09-2016', '12-2017']","['08-2014', '05-2015', '09-2015', '05-2016', '12-2017', '01-2019']"
5150,Doctorate,0,"['Specialist', 'Junior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior']","['03-2013', '01-2014', '05-2015', '01-2017', '01-2017', '05-2017', '12-2017']","['05-2013', '05-2015', '12-2015', '04-2017', '05-2017', '08-2017', '05-2018']"
5151,Bachelors,6,"['Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist']","['08-2016', '02-2017', '05-2017', '09-2017', '08-2017', '09-2014', '07-2018', '08-2018']","['12-2016', '05-2017', '05-2017', '12-2017', '05-2018', '09-2018', '01-2019', '01-2019']"
5152,Bachelors,0,"['Senior', 'Senior', 'Senior']","['01-1989', '04-2002', '03-2017']","['01-2002', '02-2017', '01-2019']"
5153,Masters,0,"['Senior', 'Specialist', 'Senior', 'Junior', 'Specialist', 'Senior', 'Junior']","['06-2006', '05-2010', '09-2011', '09-2012', '06-2015', '12-2016', '09-2018']","['08-2006', '08-2011', '08-2012', '05-2015', '11-2016', '01-2019', '01-2019']"
5154,Doctorate,0,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['08-1992', '09-1999', '11-2011', '01-2017', '09-2017']","['06-1994', '09-1999', '12-2016', '08-2017', '01-2019']"
5155,Masters,0,"['Senior', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Senior', 'Senior']","['01-1984', '01-1988', '01-1991', '01-2006', '01-2004', '05-2012', '01-2015', '01-2014', '01-2014']","['01-1988', '01-1990', '01-1994', '01-2010', '01-2014', '06-2014', '01-2017', '01-2019', '01-2019']"
5156,Masters,5,"['Specialist', 'Junior']","['04-2003', '05-2015']","['10-2012', '01-2019']"
5157,Doctorate,0,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['09-2004', '02-2007', '12-2009', '01-2010', '01-2017']","['02-2007', '01-2010', '01-2014', '01-2019', '01-2019']"
5158,Bachelors,0,"['Senior', 'Senior']","['03-2011', '05-2012']","['05-2012', '01-2019']"
5159,Bachelors,5,"['Specialist', 'Junior', 'Specialist', 'Senior', 'Specialist', 'Junior', 'Specialist', 'Specialist', 'Junior', 'Junior', 'Senior', 'Senior', 'Junior', 'Senior']","['05-1997', '06-1997', '04-2000', '08-2002', '01-2003', '12-2005', '10-2007', '04-2001', '10-2008', '10-2009', '04-2012', '09-2012', '02-2014', '10-2015']","['05-1997', '02-1999', '07-2002', '12-2002', '04-2005', '10-2007', '10-2008', '02-2009', '10-2009', '10-2011', '07-2012', '01-2014', '10-2015', '11-2018']"
5160,Bachelors,5,"['Junior', 'Senior', 'Junior', 'Specialist']","['06-2000', '06-2001', '01-2010', '10-2006']","['07-2001', '05-2004', '01-2013', '01-2019']"
5161,None/Other,0,"['Specialist', 'Specialist']","['01-1994', '01-1998']","['01-1997', '01-2001']"
5162,Doctorate,5,"['Senior', 'Specialist', 'Senior', 'Senior', 'Specialist']","['01-2009', '01-2006', '01-2010', '01-2014', '01-2013']","['01-2009', '01-2010', '01-2013', '01-2017', '01-2019']"
5163,Masters,5,"['Senior', 'Senior', 'Specialist', 'Specialist']","['02-2006', '12-2007', '07-2008', '07-2010']","['12-2007', '07-2008', '09-2009', '01-2019']"
5164,Masters,5,"['Junior', 'Senior', 'Junior', 'Junior', 'Senior']","['08-2013', '08-2015', '08-2016', '05-2017', '12-2017']","['07-2016', '07-2016', '07-2017', '11-2017', '04-2018']"
5165,Certificate,3,"['Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist']","['09-2015', '10-2016', '05-2017', '09-2017', '08-2016']","['06-2016', '05-2017', '08-2017', '02-2018', '05-2018']"
5166,Bachelors,3,"['Junior', 'Worker', 'Specialist', 'Specialist']","['01-2015', '08-2015', '09-2017', '01-2018']","['05-2015', '12-2015', '12-2017', '05-2018']"
5167,Bachelors,0,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Specialist', 'Senior', 'Junior', 'Junior']","['02-1999', '11-2000', '04-2003', '06-2006', '07-2007', '04-2009', '10-2009', '04-2010', '06-2012']","['11-2000', '03-2003', '06-2006', '07-2007', '05-2008', '06-2009', '04-2010', '06-2012', '06-2017']"
5168,None/Other,5,"['Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior']","['07-1987', '02-1996', '02-1996', '06-2006', '01-2000', '06-2009', '05-2013']","['01-1993', '01-1999', '01-1999', '01-2008', '01-2019', '01-2019', '01-2019']"
5169,Masters,0,"['Junior', 'Senior', 'Senior', 'Senior', 'Senior']","['01-1996', '01-1997', '01-2000', '01-2012', '01-2016']","['01-1997', '01-1998', '01-2012', '01-2016', '01-2019']"
5170,None/Other,0,"['Specialist', 'Senior', 'Senior', 'Senior', 'Senior']","['01-1988', '01-1992', '01-2002', '01-1995', '01-1982']","['01-1992', '01-2002', '01-2016', '01-2018', '01-2019']"
5171,Masters,5,"['Worker', 'Junior', 'Specialist', 'Junior', 'Specialist', 'Senior']","['01-2011', '01-2014', '01-2015', '01-2015', '01-2016', '01-2019']","['01-2014', '01-2015', '01-2016', '01-2016', '01-2018', '01-2019']"
5172,Masters,2,"['Specialist', 'Specialist', 'Specialist', 'Specialist']","['07-2012', '04-2013', '02-2015', '10-2015']","['04-2013', '02-2015', '10-2015', '10-2018']"
5173,Masters,4,"['Worker', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Specialist']","['08-2014', '01-2016', '05-2016', '08-2015', '09-2012', '10-2016', '08-2016', '09-2018']","['11-2014', '10-2016', '11-2016', '12-2016', '04-2018', '07-2018', '08-2018', '01-2019']"
5174,Bachelors,4,"['Senior', 'Junior', 'Specialist', 'Specialist']","['02-2017', '01-2018', '06-2018', '07-2018']","['12-2017', '05-2018', '06-2018', '11-2018']"
5175,Masters,5,"['Specialist', 'Specialist', 'Specialist', 'Senior', 'Senior', 'Senior', 'Senior']","['09-1986', '01-1989', '01-1996', '01-1999', '01-2002', '01-2006', '01-2012']","['05-1989', '01-1996', '01-1999', '01-2002', '01-2006', '01-2012', '01-2018']"
5176,Masters,2,"['Senior', 'Junior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Junior', 'Junior', 'Senior', 'Specialist']","['08-2002', '08-2005', '07-2006', '09-2006', '07-2009', '01-2008', '07-2013', '12-2014', '08-2016', '08-2017']","['05-2003', '06-2006', '12-2007', '06-2010', '06-2012', '07-2012', '06-2014', '07-2017', '01-2019', '01-2019']"
5177,Masters,8,"['Specialist', 'Specialist', 'Specialist', 'Senior']","['03-1994', '11-2002', '01-2004', '11-2014']","['05-1997', '07-2003', '11-2004', '09-2018']"
5178,Masters,3,"['Senior', 'Senior', 'Worker']","['07-2012', '09-2013', '01-2015']","['09-2013', '01-2019', '01-2019']"
5179,Bachelors,6,"['Senior', 'Senior', 'Specialist']","['08-2005', '02-2012', '03-2018']","['02-2012', '03-2018', '01-2019']"
5180,None/Other,3,"['Senior', 'Specialist', 'Senior', 'Specialist']","['01-2014', '09-2011', '02-2015', '07-2015']","['01-2015', '05-2015', '05-2015', '01-2019']"
5181,Masters,3,"['Worker', 'Senior', 'Senior', 'Senior', 'Worker', 'Senior', 'Senior', 'Senior', 'Senior']","['02-1979', '01-1989', '01-1992', '11-1996', '10-1998', '03-2000', '12-2004', '03-2013', '06-2014']","['12-1982', '01-1991', '11-1996', '09-1998', '11-2001', '11-2001', '12-2012', '06-2013', '11-2017']"
5182,Masters,0,"['Senior', 'Senior', 'Senior', 'Junior']","['01-2011', '02-2011', '06-2013', '01-2016']","['01-2012', '03-2013', '08-2016', '01-2019']"
5183,Bachelors,5,"['Senior', 'Senior', 'Senior', 'Senior', 'Senior']","['07-2003', '12-2004', '04-2012', '01-2013', '04-2016']","['11-2004', '04-2012', '12-2012', '04-2016', '01-2019']"
5184,Certificate,0,"['Senior', 'Specialist']","['08-2006', '08-2010']","['01-2019', '01-2019']"
5185,Bachelors,1,"['Senior', 'Senior', 'Specialist', 'Senior']","['01-2011', '01-2014', '04-2015', '08-2016']","['01-2014', '01-2014', '07-2015', '01-2019']"
5186,Bachelors,8,"['Junior', 'Specialist', 'Junior', 'Senior', 'Specialist']","['01-2011', '03-2012', '03-2013', '05-2016', '02-2018']","['03-2012', '05-2016', '05-2016', '07-2018', '01-2019']"
5187,Bachelors,5,"['Specialist', 'Junior', 'Specialist', 'Senior', 'Senior']","['05-2013', '05-2014', '01-2015', '08-2015', '08-2016']","['08-2013', '01-2015', '08-2015', '08-2016', '01-2019']"
5188,Bachelors,6,"['Senior', 'Junior', 'Senior', 'Senior', 'Senior']","['01-1993', '01-1999', '01-2002', '08-2005', '01-2008']","['01-1995', '01-2005', '01-2006', '07-2018', '01-2019']"
5189,Masters,0,"['Worker', 'Specialist', 'Senior', 'Senior', 'Senior', 'Specialist', 'Senior', 'Specialist', 'Specialist', 'Specialist', 'Senior']","['10-1982', '01-1988', '02-2003', '07-1996', '01-2005', '08-2007', '01-2017', '09-2017', '09-2017', '01-2018', '01-2019']","['10-1984', '07-1996', '09-2003', '12-2004', '08-2007', '08-2015', '01-2018', '01-2018', '01-2018', '04-2018', '01-2019']"
5190,Bachelors,1,"['Senior', 'Senior', 'Specialist', 'Senior']","['01-2011', '01-2014', '04-2015', '08-2016']","['01-2014', '01-2014', '07-2015', '01-2019']"
5191,Bachelors,24,"['Senior', 'Specialist', 'Specialist', 'Specialist']","['03-2013', '07-2014', '11-2016', '03-2018']","['07-2014', '11-2016', '03-2018', '01-2019']"
5192,Bachelors,4,"['Specialist', 'Specialist', 'Specialist']","['04-2017', '01-2018', '08-2018']","['04-2018', '05-2018', '01-2019']"
5193,Bachelors,3,"['Specialist', 'Specialist']","['04-2010', '02-2018']","['01-2019', '01-2019']"
5194,Bachelors,10,"['Senior', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Specialist', 'Senior', 'Specialist', 'Specialist']","['01-1985', '01-1989', '01-1993', '01-1996', '01-2003', '01-2005', '01-2007', '05-2009', '04-2013', '06-2016']","['01-1986', '01-1993', '01-1996', '01-2002', '01-2005', '01-2007', '01-2009', '04-2013', '05-2016', '03-2018']"
5195,Bachelors,3,"['Specialist', 'Senior', 'Senior', 'Senior']","['12-2013', '06-2015', '06-2015', '03-2018']","['06-2015', '06-2016', '01-2019', '01-2019']"
5196,Masters,6,"['Senior', 'Specialist']","['05-1996', '04-2012']","['04-2012', '01-2019']"
5197,Bachelors,2,"['Specialist', 'Specialist', 'Senior', 'Specialist', 'Senior']","['01-2016', '04-2016', '12-2016', '02-2017', '08-2018']","['05-2016', '08-2016', '01-2017', '05-2017', '01-2019']"
5198,None/Other,0,"['Senior', 'Senior', 'Senior', 'Junior']","['01-2011', '01-2011', '01-2013', '01-2016']","['01-2012', '01-2013', '01-2016', '01-2019']"
5199,Masters,18,"['Specialist', 'Specialist', 'Worker', 'Specialist', 'Specialist', 'Specialist', 'Worker', 'Senior', 'Junior']","['01-2006', '01-2007', '01-2010', '10-2011', '01-2008', '01-2006', '01-2007', '01-2012', '11-2013']","['01-2007', '01-2011', '01-2011', '12-2011', '01-2012', '01-2013', '01-2013', '01-2013', '09-2018']"
5200,Bachelors,0,"['Specialist', 'Specialist']","['06-2017', '01-2018']","['07-2017', '05-2018']"
5201,Associates,0,"['Junior', 'Specialist']","['08-2016', '03-2018']","['02-2018', '07-2018']"
5202,Masters,1,"['Specialist', 'Senior', 'Senior', 'Senior']","['01-2013', '01-2014', '01-2015', '01-2017']","['01-2014', '01-2015', '01-2017', '01-2019']"
5203,Masters,0,"['Junior', 'Specialist', 'Specialist', 'Senior', 'Specialist']","['01-2009', '01-2012', '06-2016', '01-2010', '06-2018']","['01-2016', '01-2016', '01-2018', '01-2019', '01-2019']"
